0.00	0.00
1.00	-1.20
2.00	-0.33
3.00	0.73
4.00	0.27
5.00	0.33
6.00	-0.53
7.00	-0.80
8.00	0.67
9.00	-0.73
10.00	0.20
11.00	0.40
12.00	-0.93
13.00	-0.07
14.00	-0.93
15.00	-0.80
16.00	-0.47
17.00	-1.13
18.00	-0.53
19.00	-0.33
20.00	1.07
21.00	0.53
22.00	1.07
23.00	-1.53
24.00	0.93
25.00	1.67
26.00	2.93
27.00	3.27
28.00	1.87
29.00	2.20
30.00	2.00
31.00	2.47
32.00	4.00
33.00	1.80
34.00	2.13
35.00	3.53
36.00	3.73
37.00	2.33
38.00	3.60
39.00	2.07
40.00	2.80
41.00	3.47
42.00	2.73
43.00	2.67
44.00	3.67
45.00	2.67
46.00	3.40
47.00	1.40
48.00	1.87
49.00	3.40
50.00	3.67
51.00	3.53
52.00	2.53
53.00	2.47
54.00	3.20
55.00	3.47
56.00	4.07
57.00	2.87
58.00	1.47
59.00	2.87
60.00	2.40
61.00	1.87
62.00	2.33
63.00	2.60
64.00	3.13
65.00	3.60
66.00	4.00
67.00	3.33
68.00	3.07
69.00	2.40
70.00	2.73
71.00	3.93
72.00	3.67
73.00	3.40
74.00	3.33
75.00	4.53
76.00	3.40
77.00	4.73
78.00	3.93
79.00	3.73
80.00	4.20
81.00	3.27
82.00	4.00
83.00	4.73
84.00	4.27
85.00	3.13
86.00	3.73
87.00	4.60
88.00	5.07
89.00	3.47
90.00	3.87
91.00	4.20
92.00	5.00
93.00	4.73
94.00	3.87
95.00	4.20
96.00	3.93
97.00	4.60
98.00	4.07
99.00	5.07
100.00	4.33
101.00	4.80
102.00	5.20
103.00	4.40
104.00	4.33
105.00	5.47
106.00	5.40
107.00	6.07
108.00	4.13
109.00	4.93
110.00	4.20
111.00	4.53
112.00	5.00
113.00	4.67
114.00	4.67
115.00	6.00
116.00	3.80
117.00	4.67
118.00	4.40
119.00	5.53
120.00	5.47
121.00	5.60
122.00	6.27
123.00	5.00
124.00	4.33
125.00	5.60
126.00	7.47
127.00	7.20
128.00	7.93
129.00	7.33
130.00	5.67
131.00	6.67
132.00	7.60
133.00	6.73
134.00	7.27
135.00	7.20
136.00	7.80
137.00	7.67
138.00	8.20
139.00	8.53
140.00	8.40
141.00	8.87
142.00	9.47
143.00	9.27
144.00	10.40
145.00	10.73
146.00	10.20
147.00	11.07
148.00	9.13
149.00	9.40
150.00	11.13
151.00	11.13
152.00	11.47
153.00	12.80
154.00	11.40
155.00	13.73
156.00	12.40
157.00	14.27
158.00	15.07
159.00	15.73
160.00	17.47
161.00	18.00
162.00	16.33
163.00	17.53
164.00	17.40
165.00	19.60
166.00	18.80
167.00	20.07
168.00	18.47
169.00	17.27
170.00	20.40
171.00	22.47
172.00	23.27
173.00	24.60
174.00	29.13
175.00	30.60
176.00	36.53
177.00	38.40
178.00	41.93
179.00	49.87
180.00	54.27
181.00	58.60
182.00	59.67
183.00	71.40
184.00	81.87
185.00	89.13
186.00	99.40
187.00	102.87
188.00	114.20
189.00	118.40
190.00	135.13
191.00	167.33
192.00	201.60
193.00	269.87
194.00	370.33
195.00	609.00
196.00	1718.47
197.00	3970.73
198.00	3971.67
199.00	3970.60
200.00	3969.60
201.00	3970.87
202.00	3970.13
203.00	3969.87
204.00	3970.60
205.00	3200.93
206.00	562.87
207.00	380.00
208.00	273.40
209.00	203.47
210.00	170.73
211.00	142.20
212.00	109.87
213.00	97.80
214.00	80.27
215.00	69.47
216.00	61.60
217.00	56.87
218.00	50.33
219.00	47.20
220.00	42.27
221.00	36.33
222.00	34.20
223.00	33.80
224.00	34.53
225.00	29.47
226.00	31.20
227.00	33.27
228.00	39.27
229.00	50.73
230.00	63.00
231.00	75.87
232.00	96.07
233.00	86.07
234.00	51.13
235.00	28.00
236.00	19.67
237.00	19.47
238.00	17.27
239.00	15.07
240.00	16.87
241.00	16.53
242.00	16.60
243.00	17.80
244.00	16.33
245.00	16.07
246.00	14.07
247.00	14.07
248.00	12.00
249.00	11.20
250.00	10.80
251.00	11.93
252.00	12.60
253.00	10.80
254.00	11.27
255.00	12.47
256.00	14.73
257.00	15.93
258.00	19.40
259.00	19.40
260.00	18.87
261.00	12.80
262.00	11.00
263.00	11.40
264.00	9.80
265.00	10.13
266.00	10.73
267.00	10.67
268.00	13.00
269.00	17.93
270.00	21.60
271.00	28.87
272.00	33.13
273.00	37.53
274.00	34.13
275.00	33.47
276.00	33.53
277.00	37.40
278.00	39.07
279.00	35.87
280.00	26.20
281.00	18.73
282.00	10.80
283.00	10.20
284.00	9.00
285.00	9.40
286.00	8.27
287.00	8.13
288.00	8.40
289.00	7.27
290.00	7.80
291.00	11.40
292.00	13.67
293.00	17.80
294.00	26.13
295.00	30.80
296.00	37.33
297.00	40.27
298.00	28.27
299.00	16.67
300.00	11.53
301.00	9.80
302.00	10.40
303.00	11.13
304.00	11.60
305.00	13.20
306.00	13.13
307.00	12.40
308.00	14.67
309.00	17.00
310.00	26.00
311.00	64.33
312.00	140.53
313.00	234.87
314.00	350.07
315.00	472.40
316.00	582.47
317.00	556.27
318.00	338.47
319.00	94.67
320.00	32.07
321.00	22.20
322.00	16.53
323.00	14.13
324.00	14.40
325.00	16.73
326.00	30.00
327.00	54.60
328.00	84.53
329.00	116.33
330.00	146.20
331.00	161.00
332.00	141.07
333.00	73.13
334.00	26.00
335.00	16.67
336.00	14.53
337.00	12.00
338.00	10.47
339.00	12.60
340.00	11.07
341.00	12.33
342.00	12.27
343.00	12.20
344.00	13.20
345.00	14.93
346.00	14.13
347.00	14.93
348.00	17.80
349.00	18.27
350.00	21.13
351.00	25.07
352.00	33.53
353.00	71.47
354.00	184.73
355.00	441.47
356.00	843.53
357.00	1355.60
358.00	1929.80
359.00	2415.67
360.00	2544.27
361.00	2133.13
362.00	1274.67
363.00	478.60
364.00	136.67
365.00	58.07
366.00	39.27
367.00	30.33
368.00	24.47
369.00	19.67
370.00	18.60
371.00	16.53
372.00	13.87
373.00	14.00
374.00	12.20
375.00	12.20
376.00	10.93
377.00	11.00
378.00	8.93
379.00	9.93
380.00	9.20
381.00	8.27
382.00	8.20
383.00	9.33
384.00	8.40
385.00	8.73
386.00	8.67
387.00	8.07
388.00	6.47
389.00	7.13
390.00	6.47
391.00	6.40
392.00	5.67
393.00	7.60
394.00	6.80
395.00	7.67
396.00	7.20
397.00	6.67
398.00	7.47
399.00	8.33
400.00	7.73
401.00	9.00
402.00	8.00
403.00	7.73
404.00	8.13
405.00	8.27
406.00	7.73
407.00	8.40
408.00	6.87
409.00	6.93
410.00	7.07
411.00	10.53
412.00	14.20
413.00	28.27
414.00	47.60
415.00	70.07
416.00	89.73
417.00	103.73
418.00	92.20
419.00	58.07
420.00	29.87
421.00	15.20
422.00	10.67
423.00	8.93
424.00	9.13
425.00	8.53
426.00	7.93
427.00	9.13
428.00	6.67
429.00	8.07
430.00	7.00
431.00	9.20
432.00	7.73
433.00	6.80
434.00	8.00
435.00	7.40
436.00	7.47
437.00	7.20
438.00	6.60
439.00	7.67
440.00	6.73
441.00	7.27
442.00	7.87
443.00	6.60
444.00	6.67
445.00	7.80
446.00	8.00
447.00	7.73
448.00	8.53
449.00	8.27
450.00	9.53
451.00	8.87
452.00	9.40
453.00	10.47
454.00	11.47
455.00	12.07
456.00	10.53
457.00	10.53
458.00	12.07
459.00	11.73
460.00	11.13
461.00	12.73
462.00	11.80
463.00	12.87
464.00	11.60
465.00	11.73
466.00	12.47
467.00	11.47
468.00	11.53
469.00	11.53
470.00	12.87
471.00	14.60
472.00	16.93
473.00	16.67
474.00	19.13
475.00	18.40
476.00	18.73
477.00	20.47
478.00	19.33
479.00	20.07
480.00	21.00
481.00	22.60
482.00	20.93
483.00	22.00
484.00	24.13
485.00	22.67
486.00	24.07
487.00	24.40
488.00	25.87
489.00	28.13
490.00	31.67
491.00	34.47
492.00	38.60
493.00	48.20
494.00	66.00
495.00	123.47
496.00	438.33
497.00	1255.33
498.00	2629.53
499.00	3963.47
500.00	3972.40
501.00	3971.93
502.00	3971.93
503.00	3972.93
504.00	3971.73
505.00	2366.80
506.00	776.07
507.00	388.73
508.00	192.27
509.00	88.07
510.00	51.93
511.00	43.00
512.00	35.67
513.00	31.60
514.00	29.93
515.00	28.20
516.00	26.07
517.00	23.80
518.00	22.93
519.00	21.53
520.00	21.07
521.00	22.40
522.00	22.07
523.00	22.87
524.00	19.40
525.00	19.40
526.00	19.67
527.00	18.00
528.00	20.00
529.00	20.27
530.00	19.60
531.00	18.67
532.00	19.20
533.00	19.27
534.00	21.53
535.00	20.53
536.00	18.93
537.00	19.27
538.00	19.00
539.00	22.00
540.00	22.40
541.00	21.73
542.00	22.53
543.00	23.47
544.00	20.53
545.00	20.73
546.00	22.40
547.00	19.40
548.00	19.80
549.00	21.40
550.00	20.67
551.00	20.27
552.00	20.47
553.00	19.27
554.00	21.20
555.00	22.07
556.00	20.40
557.00	20.67
558.00	21.33
559.00	20.27
560.00	21.93
561.00	19.73
562.00	19.13
563.00	19.73
564.00	19.73
565.00	18.20
566.00	19.13
567.00	20.67
568.00	22.53
569.00	25.40
570.00	30.20
571.00	29.67
572.00	29.07
573.00	26.33
574.00	23.00
575.00	23.67
576.00	23.13
577.00	23.60
578.00	24.27
579.00	24.93
580.00	27.40
581.00	29.53
582.00	30.07
583.00	30.27
584.00	29.67
585.00	27.07
586.00	26.47
587.00	25.27
588.00	24.40
589.00	26.67
