0.00	0.00
1.00	1.47
2.00	1.53
3.00	0.93
4.00	0.40
5.00	0.00
6.00	-0.33
7.00	1.20
8.00	0.93
9.00	-0.33
10.00	-0.53
11.00	-0.60
12.00	0.20
13.00	0.47
14.00	0.27
15.00	0.07
16.00	0.27
17.00	-1.27
18.00	-0.20
19.00	-0.13
20.00	0.07
21.00	0.33
22.00	-0.40
23.00	0.80
24.00	1.27
25.00	-0.53
26.00	1.67
27.00	0.60
28.00	0.47
29.00	0.53
30.00	0.47
31.00	-0.87
32.00	0.60
33.00	0.27
34.00	0.33
35.00	-0.40
36.00	1.07
37.00	0.40
38.00	-0.93
39.00	-0.93
40.00	-0.67
41.00	0.60
42.00	0.87
43.00	1.07
44.00	0.73
45.00	1.40
46.00	0.27
47.00	0.73
48.00	0.87
49.00	0.60
50.00	0.13
51.00	0.07
52.00	0.40
53.00	1.40
54.00	-0.87
55.00	-0.67
56.00	-0.07
57.00	1.53
58.00	0.60
59.00	-0.60
60.00	0.20
61.00	-0.33
62.00	1.67
63.00	0.87
64.00	0.47
65.00	0.87
66.00	-0.20
67.00	0.47
68.00	-0.07
69.00	-0.33
70.00	-0.20
71.00	0.13
72.00	0.13
73.00	-0.20
74.00	-0.07
75.00	0.53
76.00	1.67
77.00	1.67
78.00	-0.47
79.00	0.93
80.00	-1.07
81.00	0.53
82.00	-0.33
83.00	-0.67
84.00	0.53
85.00	0.13
86.00	-0.87
87.00	0.00
88.00	0.07
89.00	-0.13
90.00	-0.13
91.00	-0.07
92.00	0.13
93.00	0.93
94.00	-0.27
95.00	1.07
96.00	1.33
97.00	0.07
98.00	0.13
99.00	0.73
100.00	1.13
101.00	1.27
102.00	1.07
103.00	0.93
104.00	1.33
105.00	0.40
106.00	0.80
107.00	0.67
108.00	0.00
109.00	0.73
110.00	0.27
111.00	0.80
112.00	0.00
113.00	0.47
114.00	0.07
115.00	0.53
116.00	1.27
117.00	0.47
118.00	0.20
119.00	0.53
120.00	-0.07
121.00	1.53
122.00	0.13
123.00	0.60
124.00	1.27
125.00	1.33
126.00	-0.27
127.00	2.60
128.00	0.80
129.00	-0.20
130.00	0.60
131.00	1.33
132.00	0.27
133.00	1.20
134.00	1.27
135.00	1.20
136.00	1.07
137.00	1.33
138.00	1.27
139.00	0.93
140.00	0.53
141.00	0.00
142.00	0.87
143.00	1.80
144.00	0.73
145.00	0.47
146.00	2.07
147.00	1.53
148.00	0.53
149.00	1.47
150.00	-0.80
151.00	0.40
152.00	1.40
153.00	1.00
154.00	0.80
155.00	1.60
156.00	1.33
157.00	1.00
158.00	1.53
159.00	0.93
160.00	0.47
161.00	2.20
162.00	0.80
163.00	0.40
164.00	1.73
165.00	1.27
166.00	1.27
167.00	1.87
168.00	1.87
169.00	0.60
170.00	0.67
171.00	1.67
172.00	2.07
173.00	2.60
174.00	3.27
175.00	1.40
176.00	2.40
177.00	3.07
178.00	3.33
179.00	2.87
180.00	3.67
181.00	5.20
182.00	5.13
183.00	6.00
184.00	6.67
185.00	6.73
186.00	7.67
187.00	8.60
188.00	8.07
189.00	10.13
190.00	10.53
191.00	12.87
192.00	15.20
193.00	18.33
194.00	26.67
195.00	45.67
196.00	122.73
197.00	323.73
198.00	657.47
199.00	1074.87
200.00	1592.87
201.00	1988.53
202.00	1879.40
203.00	1046.67
204.00	279.93
205.00	83.33
206.00	40.00
207.00	28.60
208.00	19.80
209.00	13.00
210.00	12.67
211.00	10.47
212.00	8.47
213.00	5.40
214.00	6.53
215.00	5.60
216.00	4.13
217.00	5.00
218.00	3.13
219.00	4.40
220.00	4.07
221.00	3.80
222.00	3.13
223.00	1.80
224.00	2.93
225.00	2.13
226.00	3.27
227.00	2.67
228.00	3.93
229.00	4.40
230.00	5.80
231.00	6.67
232.00	6.53
233.00	5.07
234.00	4.67
235.00	2.33
236.00	1.53
237.00	1.13
238.00	2.20
239.00	1.87
240.00	1.47
241.00	2.73
242.00	2.20
243.00	1.00
244.00	1.93
245.00	2.27
246.00	0.73
247.00	0.53
248.00	0.47
249.00	2.20
250.00	1.73
251.00	1.33
252.00	1.27
253.00	0.13
254.00	-0.27
255.00	2.07
256.00	1.60
257.00	0.27
258.00	0.00
259.00	1.20
260.00	2.27
261.00	1.73
262.00	0.73
263.00	1.20
264.00	1.67
265.00	1.53
266.00	1.40
267.00	1.60
268.00	1.67
269.00	1.27
270.00	1.40
271.00	0.40
272.00	2.33
273.00	2.27
274.00	1.40
275.00	2.20
276.00	3.40
277.00	4.00
278.00	3.00
279.00	1.53
280.00	3.07
281.00	1.80
282.00	0.27
283.00	0.33
