0.00	0.00
1.00	-2.93
2.00	-4.40
3.00	-4.80
4.00	-3.00
5.00	0.60
6.00	-3.07
7.00	-0.93
8.00	2.33
9.00	1.47
10.00	-0.87
11.00	0.27
12.00	-0.80
13.00	-0.87
14.00	-2.07
15.00	-0.13
16.00	1.40
17.00	-3.27
18.00	-0.93
19.00	-2.53
20.00	-3.73
21.00	-1.20
22.00	1.27
23.00	1.93
24.00	0.67
25.00	-3.80
26.00	-2.80
27.00	-2.33
28.00	-0.40
29.00	0.80
30.00	-2.33
31.00	-1.93
32.00	3.33
33.00	-0.47
34.00	1.40
35.00	0.07
36.00	0.67
37.00	0.07
38.00	1.40
39.00	-2.40
40.00	-3.07
41.00	2.47
42.00	-2.20
43.00	-4.47
44.00	-2.13
45.00	-2.87
46.00	-2.47
47.00	-1.13
48.00	-2.13
49.00	-1.67
50.00	0.20
51.00	-3.00
52.00	-0.27
53.00	-3.13
54.00	-1.40
55.00	-3.60
56.00	-4.13
57.00	-3.53
58.00	-1.67
59.00	-0.47
60.00	-2.20
61.00	-3.20
62.00	-0.60
63.00	-0.93
64.00	-1.00
65.00	-1.40
66.00	-0.27
67.00	-4.47
68.00	-1.53
69.00	-0.40
70.00	0.40
71.00	-0.67
72.00	-0.60
73.00	-1.60
74.00	-4.93
75.00	-0.33
76.00	1.93
77.00	-3.07
78.00	-0.07
79.00	-1.33
80.00	-2.73
81.00	-0.33
82.00	-4.47
83.00	-1.40
84.00	-1.07
85.00	-4.80
86.00	-0.40
87.00	-1.20
88.00	-2.53
89.00	-1.07
90.00	-2.20
91.00	-1.47
92.00	-3.73
93.00	-0.93
94.00	-2.07
95.00	-0.27
96.00	2.33
97.00	2.93
98.00	-1.47
99.00	2.27
100.00	1.80
101.00	1.93
102.00	-2.13
103.00	-1.07
104.00	0.00
105.00	-3.13
106.00	-1.00
107.00	0.87
108.00	-0.47
109.00	-0.87
110.00	-1.00
111.00	-3.80
112.00	-3.47
113.00	-1.80
114.00	0.33
115.00	-2.60
116.00	-2.20
117.00	6.27
118.00	3.60
119.00	4.80
120.00	0.33
121.00	2.40
122.00	-1.53
123.00	0.53
124.00	-0.47
125.00	1.40
126.00	-1.80
127.00	1.53
128.00	-1.73
129.00	0.93
130.00	-2.13
131.00	-0.07
132.00	0.93
133.00	0.00
134.00	-2.87
135.00	-2.20
136.00	-3.27
137.00	-1.27
138.00	-0.93
139.00	-1.27
140.00	-2.73
141.00	-4.47
142.00	-2.07
143.00	-2.87
144.00	0.67
145.00	2.20
146.00	-0.53
147.00	-1.27
148.00	-2.07
149.00	-4.53
150.00	-0.53
151.00	-3.07
152.00	-4.60
153.00	-3.47
154.00	-1.00
155.00	-1.87
156.00	-1.93
157.00	-0.60
158.00	-3.27
159.00	-2.53
160.00	-5.20
161.00	-3.40
162.00	-3.40
163.00	-1.53
164.00	-2.80
165.00	-2.53
166.00	-1.73
167.00	-2.13
168.00	-1.87
169.00	-2.67
170.00	-1.73
171.00	-0.87
172.00	-3.13
173.00	0.93
174.00	-0.27
175.00	-0.87
176.00	-0.87
177.00	-0.60
178.00	-2.40
179.00	-0.13
180.00	-3.00
181.00	-1.13
182.00	1.33
183.00	-0.40
184.00	-2.80
185.00	-1.00
186.00	0.27
187.00	-1.73
188.00	0.07
189.00	-0.07
190.00	-3.47
191.00	0.47
192.00	-3.47
193.00	-0.27
194.00	-0.33
195.00	-3.87
196.00	-1.20
197.00	1.60
198.00	-0.67
199.00	-1.33
200.00	-0.07
201.00	-0.33
202.00	0.07
203.00	-2.47
204.00	-1.80
205.00	-0.40
206.00	-2.40
207.00	-2.07
208.00	-0.60
209.00	-1.20
210.00	-0.27
211.00	0.60
212.00	3.20
213.00	-1.73
214.00	-4.27
215.00	-1.27
216.00	-1.33
217.00	1.80
218.00	-0.47
219.00	0.33
220.00	0.87
221.00	0.07
222.00	-0.87
223.00	-5.00
224.00	3.07
225.00	-0.67
226.00	-3.67
227.00	0.47
228.00	-1.20
229.00	3.33
230.00	0.20
231.00	-1.13
232.00	1.47
233.00	0.47
234.00	0.93
235.00	-1.67
236.00	-1.93
237.00	1.60
238.00	1.67
239.00	0.93
240.00	2.07
241.00	-1.13
242.00	-1.93
243.00	0.20
244.00	-2.47
245.00	-2.13
246.00	-5.80
247.00	-2.87
248.00	-1.53
249.00	2.27
250.00	0.13
251.00	-2.80
252.00	-1.27
253.00	2.80
254.00	-1.33
255.00	-4.07
256.00	-0.27
257.00	-2.87
258.00	0.33
259.00	-2.00
260.00	-3.07
261.00	-2.33
262.00	0.53
263.00	-1.87
264.00	2.80
265.00	0.60
266.00	-0.47
267.00	-1.40
268.00	-0.20
269.00	-0.33
270.00	0.93
271.00	1.20
272.00	-0.27
273.00	0.20
274.00	1.20
